#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_000964.3	3590603	3591268	+	936594	pelC	BSU34950	NP_391375.1	221	-	pectate lyase C
chr	NC_000964.3	3591288	3591806	-	936620	yvoF	BSU34960	NP_391376.1	172	-	acetyltransferase YvoF
chr	NC_000964.3	3591810	3592460	-	936613	hprP	BSU34970	NP_391377.1	216	-	pyrophosphatase PpaX
chr	NC_000964.3	3592457	3593395	-	936603	yvoD	BSU34980	NP_391378.1	312	-	membrane protein
chr	NC_000964.3	3593419	3594228	-	936609	lgt	BSU34990	NP_391379.1	269	-	prolipoprotein diacylglyceryl transferase
chr	NC_000964.3	3594242	3595174	-	936615	hprK	BSU35000	NP_391380.1	310	-	HPr kinase/phosphorylase
chr	NC_000964.3	3595356	3596546	+	936621	nagA	BSU35010	NP_391381.1	396	-	N-acetylglucosamine-6-phosphate deacetylase
chr	NC_000964.3	3596543	3597271	+	936619	nagBA	BSU35020	NP_391382.1	242	-	glucosamine-6-phosphate deaminase 1
chr	NC_000964.3	3597289	3598020	+	936626	yvoA	BSU35030	NP_391383.1	243	-	HTH-type transcriptional repressor YvoA
chr	NC_000964.3	3598040	3601909	-	936623	yvnB	BSU35040	NP_391384.1	1289	-	hypothetical protein BSU35040
chr	NC_000964.3	3602074	3602547	+	936639	yvnA	BSU35050	NP_391385.1	157	-	HTH-type transcriptional regulator YvnA
chr	NC_000964.3	3602588	3603805	-	936624	cypX	BSU35060	NP_391386.1	405	-	cytochrome P450 CypX
chr	NC_000964.3	3603821	3604567	-	936633	yvmC	BSU35070	NP_391387.1	248	-	hypothetical protein BSU35070
chr	NC_000964.3	3604993	3605502	+	936625	yvmB	BSU35080	NP_391388.1	169	-	HTH-type transcriptional regulator YvmB
chr	NC_000964.3	3605523	3606734	+	936643	yvmA	BSU35090	NP_391389.1	403	-	MFS transporter
chr	NC_000964.3	3606762	3607121	-	936638	yvlD	BSU35100	NP_391390.1	119	-	membrane protein
chr	NC_000964.3	3607123	3607320	-	936642	yvlC	BSU35110	NP_391391.1	65	-	membrane protein
chr	NC_000964.3	3607325	3608422	-	936656	yvlB	BSU35120	NP_391392.1	365	-	hypothetical protein BSU35120
chr	NC_000964.3	3608447	3608773	-	936640	yvlA	BSU35130	NP_391393.1	108	-	hypothetical protein BSU35130
chr	NC_000964.3	3608991	3609221	+	936649	yvkN	BSU35140	NP_391394.1	76	-	hypothetical protein BSU35140
chr	NC_000964.3	3609420	3609902	-	936664	yvzB	BSU35150	NP_391395.1	160	-	flagellin
chr	NC_000964.3	3610064	3612937	-	936646	uvrA	BSU35160	NP_391396.1	957	-	UvrABC system protein A
chr	NC_000964.3	3612945	3614930	-	936663	uvrB	BSU35170	NP_391397.1	661	-	UvrABC system protein B
chr	NC_000964.3	3615116	3615346	-	936675	csbA	BSU35180	NP_391398.1	76	-	general stress protein CsbA
chr	NC_000964.3	3615793	3618288	+	936657	yvkC	BSU35190	NP_391399.1	831	-	phosphotransferase YvkC
chr	NC_000964.3	3618364	3618933	+	936683	yvkB	BSU35200	NP_391400.1	189	-	HTH-type transcriptional regulator YvkB
chr	NC_000964.3	3618964	3620298	+	938566	yvkA	BSU35210	NP_391401.1	444	-	MFS transporter
chr	NC_000964.3	3620346	3621539	-	936668	minJ	BSU35220	NP_391402.1	397	-	cell division topological determinant MinJ
chr	NC_000964.3	3622356	3623798	-	936678	ctpB	BSU35240	NP_391404.1	480	-	carboxy-terminal processing protease CtpB
chr	NC_000964.3	3623938	3624828	-	936708	ftsX	BSU35250	NP_391405.1	296	-	cell division protein FtsX
chr	NC_000964.3	3624821	3625507	-	936681	ftsE	BSU35260	NP_391406.1	228	-	cell division ATP-binding protein FtsE
chr	NC_000964.3	3625741	3626079	-	936703	cccB	BSU35270	NP_391407.1	112	-	cytochrome c-551
chr	NC_000964.3	3626128	3626973	-	938534	yvjA	BSU35280	NP_391408.1	281	-	hypothetical protein BSU35280
chr	NC_000964.3	3627139	3628240	-	936692	prfB	BSU35290	NP_391409.1	366	-	peptide chain release factor 2
chr	NC_000964.3	3628310	3630835	-	936711	secA	BSU35300	NP_391410.1	841	-	protein translocase subunit SecA
chr	NC_000964.3	3631003	3631572	-	936715	yvyD	BSU35310	NP_391411.1	189	-	sigma-54 modulation protein
chr	NC_000964.3	3631763	3632140	-	8303029	yvzG	BSU35319	YP_003097791.1	125	-	hypothetical protein BSU35319
chr	NC_000964.3	3632150	3632491	-	936718	fliT	BSU35320	NP_391412.1	113	-	flagellar protein FliT
chr	NC_000964.3	3632488	3632889	-	936720	fliS	BSU35330	NP_391413.1	133	-	flagellar protein FliS
chr	NC_000964.3	3632911	3634407	-	936728	fliD	BSU35340	NP_391414.1	498	-	flagellar hook-associated protein 2
chr	NC_000964.3	3634425	3634754	-	936737	yvyC	BSU35350	NP_391415.1	109	-	hypothetical protein BSU35350
chr	NC_000964.3	3634987	3635901	-	936742	hag	BSU35360	NP_391416.1	304	-	flagellin
chr	NC_000964.3	3636046	3636270	-	936731	csrA	BSU35370	NP_391417.1	74	-	carbon storage regulator homolog
chr	NC_000964.3	3636264	3636695	-	936732	yviF	BSU35380	NP_391418.1	143	-	flagellar assembly factor FliW
chr	NC_000964.3	3636716	3637291	-	936735	yviE	BSU35390	NP_391419.1	191	-	hypothetical protein BSU35390
chr	NC_000964.3	3637338	3638234	-	936738	flgL	BSU35400	NP_391420.1	298	-	flagellar hook-associated protein 3
chr	NC_000964.3	3638245	3639768	-	936736	flgK	BSU35410	NP_391421.1	507	-	flagellar hook-associated protein 1
chr	NC_000964.3	3639787	3640269	-	936745	yvyG	BSU35420	NP_391422.1	160	-	hypothetical protein BSU35420
chr	NC_000964.3	3640285	3640551	-	936739	flgM	BSU35430	NP_391423.1	88	-	negative regulator of flagellin synthesis
chr	NC_000964.3	3640632	3641051	-	936743	yvyF	BSU35440	NP_391424.1	139	-	hypothetical protein BSU35440
chr	NC_000964.3	3641125	3641814	-	936747	comFC	BSU35450	NP_391425.1	229	-	ComF operon protein 3
chr	NC_000964.3	3641811	3642107	-	936749	comFB	BSU35460	NP_391426.1	98	-	ComF operon protein 2
chr	NC_000964.3	3642167	3643558	-	938537	comFA	BSU35470	NP_391427.1	463	-	ComF operon protein 1
chr	NC_000964.3	3643664	3644509	-	936763	yviA	BSU35480	NP_391428.1	281	-	protein DegV
chr	NC_000964.3	3644607	3645296	-	936751	degU	BSU35490	NP_391429.1	229	-	transcriptional regulatory protein DegU
chr	NC_000964.3	3645379	3646536	-	936752	degS	BSU35500	NP_391430.1	385	-	signal transduction histidine-protein kinase/phosphatase DegS
chr	NC_000964.3	3646753	3647406	+	936754	yvyE	BSU35510	NP_391431.1	217	-	IMPACT family member YvyE
chr	NC_000964.3	3647406	3648581	+	936761	yvhJ	BSU35520	NP_391432.1	391	-	transcriptional regulator YvhJ
chr	NC_000964.3	3648654	3649730	-	936757	tagO	BSU35530	NP_391433.1	358	-	undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
chr	NC_000964.3	3649875	3651068	-	938535	tuaH	BSU35540	NP_391434.1	397	-	teichuronic acid biosynthesis glycosyltransferase TuaH
chr	NC_000964.3	3651097	3651855	-	937965	tuaG	BSU35550	NP_391435.1	252	-	teichuronic acid biosynthesis glycosyltransferase TuaG
chr	NC_000964.3	3651879	3652559	-	936768	tuaF	BSU35560	NP_391436.1	226	-	teichuronic acid biosynthesis protein TuaF
chr	NC_000964.3	3652588	3654054	-	936765	tuaE	BSU35570	NP_391437.1	488	-	teichuronic acid biosynthesis protein TuaE
chr	NC_000964.3	3654139	3655524	-	936766	tuaD	BSU35580	NP_391438.1	461	-	UDP-glucose 6-dehydrogenase TuaD
chr	NC_000964.3	3655586	3656755	-	936771	tuaC	BSU35590	NP_391439.1	389	-	teichuronic acid biosynthesis glycosyltransferase TuaC
chr	NC_000964.3	3656752	3658203	-	936770	tuaB	BSU35600	NP_391440.1	483	-	teichuronic acid biosynthesis protein TuaB
chr	NC_000964.3	3659119	3660609	-	936777	lytC	BSU35620	NP_391442.1	496	-	N-acetylmuramoyl-L-alanine amidase LytC
chr	NC_000964.3	3660648	3662765	-	936795	lytB	BSU35630	NP_391443.1	705	-	amidase enhancer
chr	NC_000964.3	3662789	3663097	-	936784	lytA	BSU35640	NP_391444.1	102	-	membrane-bound protein LytA
chr	NC_000964.3	3663281	3664201	+	936787	lytR	BSU35650	NP_391445.1	306	-	transcriptional regulator LytR
chr	NC_000964.3	3664241	3665383	-	936209	mnaA	BSU35660	NP_391446.1	380	-	UDP-N-acetylglucosamine 2-epimerase
chr	NC_000964.3	3665629	3666507	+	936797	gtaB	BSU35670	NP_391447.1	292	-	UTP--glucose-1-phosphate uridylyltransferase
chr	NC_000964.3	3667209	3669911	-	936775	ggaB	BSU35680	NP_391448.1	900	-	minor teichoic acid biosynthesis protein GgaB
chr	NC_000964.3	3670035	3671375	-	936798	ggaA	BSU35690	NP_391449.1	446	-	minor teichoic acid biosynthesis protein GgaA
chr	NC_000964.3	3673564	3675147	-	936513	tagH	BSU35700	NP_391451.1	527	-	teichoic acids export ATP-binding protein TagH
chr	NC_000964.3	3675167	3675994	-	936794	tagG	BSU35710	NP_391452.1	275	-	teichoic acid translocation permease protein TagG
chr	NC_000964.3	3676159	3678399	-	936803	tagF	BSU35720	NP_391453.1	746	-	CDP-glycerol:poly
chr	NC_000964.3	3678399	3680420	-	936804	tagE	BSU35730	NP_391454.1	673	-	poly(glycerol-phosphate) alpha-glucosyltransferase
chr	NC_000964.3	3680581	3680970	-	936809	tagD	BSU35740	NP_391455.1	129	-	glycerol-3-phosphate cytidylyltransferase
chr	NC_000964.3	3681370	3682140	+	936810	tagA	BSU35750	NP_391456.1	256	-	N-acetylmannosaminyltransferase
chr	NC_000964.3	3682173	3683318	+	936813	tagB	BSU35760	NP_391457.1	381	-	CDP-glycerol:glycerophosphate glycerophosphotransferase
chr	NC_000964.3	3683438	3684766	+	936812	tagC	BSU35770	NP_391458.1	442	-	major teichoic acid biosynthesis protein C
chr	NC_000964.3	3684826	3687468	-	936822	lytD	BSU35780	NP_391459.1	880	-	beta-N-acetylglucosaminidase
chr	NC_000964.3	3687597	3688547	-	936815	yvyI	BSU35790	NP_391460.1	316	-	mannose-6-phosphate isomerase YvyI
chr	NC_000964.3	3688812	3690263	+	936814	gerBA	BSU35800	NP_391461.2	483	-	spore germination protein B1
chr	NC_000964.3	3690269	3691375	+	936827	gerBB	BSU35810	NP_391462.2	368	-	spore germination protein B2
chr	NC_000964.3	3691372	3692496	+	936819	gerBC	BSU35820	NP_391463.1	374	-	spore germination protein B3
chr	NC_000964.3	3692533	3693906	-	936832	ywtG	BSU35830	NP_391464.2	457	-	metabolite transport protein YwtG
chr	NC_000964.3	3694239	3695207	+	936823	ywtF	BSU35840	NP_391465.2	322	-	transcriptional regulator YwtF
chr	NC_000964.3	3695363	3696223	+	936824	ywtE	BSU35850	NP_391466.1	286	-	hypothetical protein BSU35850
chr	NC_000964.3	3696257	3697498	-	936837	pgdS	BSU35860	NP_391467.1	413	-	gamma-dl-glutamyl hydrolase
chr	NC_000964.3	3697639	3697806	-	936828	pgsE	BSU35870	NP_391468.1	55	-	hypothetical protein BSU35870
chr	NC_000964.3	3697821	3698963	-	936830	pgsA	BSU35880	NP_391469.1	380	-	PGA biosynthesis protein CapA
chr	NC_000964.3	3698982	3699431	-	936840	pgsC	BSU35890	NP_391470.1	149	-	PGA biosynthesis protein CapC
chr	NC_000964.3	3699446	3700627	-	936833	pgsB	BSU35900	NP_391471.2	393	-	PGA synthase CapB
chr	NC_000964.3	3701411	3702391	+	936836	rbsR	BSU35910	NP_391472.1	326	-	ribose operon repressor
chr	NC_000964.3	3702393	3703274	+	936844	rbsK	BSU35920	NP_391473.1	293	-	ribokinase
chr	NC_000964.3	3703271	3703666	+	936846	rbsD	BSU35930	NP_391474.1	131	-	D-ribose pyranase
chr	NC_000964.3	3703682	3705163	+	936839	rbsA	BSU35940	NP_391475.1	493	-	ribose import ATP-binding protein RbsA
chr	NC_000964.3	3705165	3706133	+	936841	rbsC	BSU35950	NP_391476.1	322	-	ribose transport system permease RbsC
chr	NC_000964.3	3706145	3707062	+	936848	rbsB	BSU35960	NP_391477.1	305	-	D-ribose-binding protein
chr	NC_000964.3	3707144	3707680	+	936850	ywsB	BSU35970	NP_391478.1	178	-	cell wall-binding protein YwsB
chr	NC_000964.3	3707836	3708132	+	936847	ywsA	BSU35980	NP_391479.1	98	-	hypothetical protein BSU35980
chr	NC_000964.3	3708172	3708699	-	936853	ywrO	BSU35990	NP_391480.1	175	-	general stress protein 14
chr	NC_000964.3	3708799	3709566	-	936857	alsD	BSU36000	NP_391481.1	255	-	alpha-acetolactate decarboxylase
chr	NC_000964.3	3709628	3711340	-	936852	alsS	BSU36010	NP_391482.2	570	-	acetolactate synthase
chr	NC_000964.3	3711498	3712406	+	936860	alsR	BSU36020	NP_391483.1	302	-	HTH-type transcriptional regulator AlsR
chr	NC_000964.3	3712617	3713945	+	936864	ywrK	BSU36030	NP_391484.1	442	-	arsenical pump membrane protein
chr	NC_000964.3	3714002	3714679	-	936867	ywrJ	BSU36040	NP_391485.1	225	-	hypothetical protein BSU36040
chr	NC_000964.3	3714739	3715881	-	936870	cotB	BSU36050	NP_391486.1	380	-	spore coat protein B
chr	NC_000964.3	3716009	3717097	-	936858	cotH	BSU36060	NP_391487.1	362	-	inner spore coat protein H
chr	NC_000964.3	3717238	3717825	+	936865	cotG	BSU36070	NP_391488.1	195	-	spore coat protein G
chr	NC_000964.3	3717999	3718616	+	936871	ywrF	BSU36080	NP_391489.1	205	-	hypothetical protein BSU36080
chr	NC_000964.3	3718794	3719129	+	936874	ywrE	BSU36090	NP_391490.1	111	-	hypothetical protein BSU36090
chr	NC_000964.3	3719134	3720711	-	936884	ywrD	BSU36100	NP_391491.1	525	-	gamma-glutamyltransferase YwrD
chr	NC_000964.3	3720925	3721401	+	936886	ywrC	BSU36110	NP_391492.1	158	-	HTH-type transcriptional regulator YwrC
chr	NC_000964.3	3721415	3722008	+	936876	ywrB	BSU36120	NP_391493.1	197	-	transporter
chr	NC_000964.3	3722005	3722541	+	936879	ywrA	BSU36130	NP_391494.1	178	-	transporter
chr	NC_000964.3	3722568	3722789	-	936881	ywqO	BSU36140	NP_391495.1	73	-	hypothetical protein BSU36140
chr	NC_000964.3	3722786	3723331	-	936882	ywqN	BSU36150	NP_391496.1	181	-	NAD(P)H-dependent FMN-containing oxidoreductase YwqN
chr	NC_000964.3	3723454	3724335	+	936887	ywqM	BSU36160	NP_391497.1	293	-	HTH-type transcriptional regulator YwqM
chr	NC_000964.3	3724420	3725136	-	936894	ywqL	BSU36170	NP_391498.2	238	-	endonuclease V
chr	NC_000964.3	3725146	3725610	-	936888	ywqK	BSU36180	NP_391499.1	154	-	hypothetical protein BSU36180
chr	NC_000964.3	3725600	3727408	-	936885	ywqJ	BSU36190	NP_391500.1	602	-	hypothetical protein BSU36190
chr	NC_000964.3	3727427	3727687	-	937912	ywqI	BSU36200	NP_391501.1	86	-	hypothetical protein BSU36200
chr	NC_000964.3	3727697	3728119	-	937905	ywqH	BSU36210	NP_391502.1	140	-	hypothetical protein BSU36210
chr	NC_000964.3	3728511	3729296	-	937891	ywqG	BSU36220	NP_391503.1	261	-	hypothetical protein BSU36220
chr	NC_000964.3	3729488	3730810	-	936890	ywqF	BSU36230	NP_391504.1	440	-	UDP-glucose 6-dehydrogenase YwqF
chr	NC_000964.3	3731005	3731769	-	936893	ywqE	BSU36240	NP_391505.1	254	-	tyrosine-protein phosphatase YwqE
chr	NC_000964.3	3731822	3732535	-	936896	ptkA	BSU36250	NP_391506.1	237	-	tyrosine-protein kinase YwqD
chr	NC_000964.3	3732525	3733271	-	936897	ywqC	BSU36260	NP_391507.1	248	-	capsular polysaccharide biosynthesis protein YwqC
chr	NC_000964.3	3733505	3733648	-	8303126	ywzD	BSU36269	YP_003097792.1	47	-	hypothetical protein BSU36269
chr	NC_000964.3	3733852	3735462	+	936903	ywqB	BSU36270	NP_391508.2	536	-	hypothetical protein BSU36270
chr	NC_000964.3	3735449	3738217	+	936906	ywqA	BSU36280	NP_391509.1	922	-	ATP-dependent helicase YwqA
chr	NC_000964.3	3738343	3739200	-	936907	ywpJ	BSU36290	NP_391510.1	285	-	phosphatase YwpJ
chr	NC_000964.3	3739206	3739982	-	936908	glcR	BSU36300	NP_391511.1	258	-	HTH-type transcriptional repressor GlcR
chr	NC_000964.3	3740206	3740547	-	936910	ssbB	BSU36310	NP_391512.2	113	-	single-stranded DNA-binding protein SsbB
chr	NC_000964.3	3740624	3741007	-	936912	ywpG	BSU36320	NP_391513.1	127	-	hypothetical protein BSU36320
chr	NC_000964.3	3741182	3741592	+	936915	ywpF	BSU36330	NP_391514.1	136	-	hypothetical protein BSU36330
chr	NC_000964.3	3741732	3742040	-	936904	ywpE	BSU36340	NP_391515.1	102	-	sortase
chr	NC_000964.3	3742384	3743220	+	936914	ywpD	BSU36350	NP_391516.1	278	-	hypothetical protein BSU36350
chr	NC_000964.3	3743267	3743659	-	936909	mscL	BSU36360	NP_391517.1	130	-	large-conductance mechanosensitive channel
chr	NC_000964.3	3743732	3744157	-	936918	fabZ	BSU36370	NP_391518.2	141	-	3-hydroxyacyl
chr	NC_000964.3	3744349	3745413	+	936919	rapD	BSU36380	NP_391519.1	354	-	response regulator aspartate phosphatase D
chr	NC_000964.3	3745436	3746245	-	936913	flhP	BSU36390	NP_391520.2	269	-	flagellar hook-basal body complex protein FlhP
chr	NC_000964.3	3746279	3747091	-	936927	flhO	BSU36400	NP_391521.1	270	-	flagellar hook-basal body complex protein FlhO
chr	NC_000964.3	3747254	3748255	-	936916	mbl	BSU36410	NP_391522.2	333	-	MreB-like protein
chr	NC_000964.3	3748421	3748702	-	936917	spoIIID	BSU36420	NP_391523.1	93	-	stage III sporulation protein D
chr	NC_000964.3	3748717	3748827	-	938188	usd	BSU36430	NP_391524.1	36	-	protein usd
chr	NC_000964.3	3749052	3749465	+	936923	ywoH	BSU36440	NP_391525.1	137	-	HTH-type transcriptional regulator YwoH
chr	NC_000964.3	3749487	3750677	+	936928	ywoG	BSU36450	NP_391526.1	396	-	MFS transporter
chr	NC_000964.3	3750768	3752174	-	936925	ywoF	BSU36460	NP_391527.1	468	-	hypothetical protein BSU36460
chr	NC_000964.3	3752280	3753752	-	936935	pucI	BSU36470	NP_391528.1	490	-	allantoin permease
chr	NC_000964.3	3753933	3755291	-	938533	ywoD	BSU36480	NP_391529.1	452	-	MFS transporter
chr	NC_000964.3	3755291	3755860	-	936934	ywoC	BSU36490	NP_391530.2	189	-	isochorismatase
chr	NC_000964.3	3756044	3756508	-	936938	ywoB	BSU36500	NP_391531.1	154	-	hypothetical protein BSU36500
chr	NC_000964.3	3756790	3758004	+	936933	amtB	BSU36510	NP_391532.1	404	-	ammonium transporter NrgA
chr	NC_000964.3	3758016	3758366	+	936937	glnK	BSU36520	NP_391533.1	116	-	nitrogen regulatory PII-like protein
chr	NC_000964.3	3758547	3759128	+	936946	bcrC	BSU36530	NP_391534.1	193	-	undecaprenyl-diphosphatase BcrC
chr	NC_000964.3	3759169	3759591	-	936936	ywnJ	BSU36540	NP_391535.1	140	-	membrane protein
chr	NC_000964.3	3759702	3760553	-	936951	spoIIQ	BSU36550	NP_391536.1	283	-	stage II sporulation protein Q
chr	NC_000964.3	3760694	3761185	+	936956	ywnH	BSU36560	NP_391537.1	163	-	phosphinothricin acetyltransferase YwnH
chr	NC_000964.3	3761182	3761700	+	936941	ywnG	BSU36570	NP_391538.1	172	-	hypothetical protein BSU36570
chr	NC_000964.3	3761987	3762421	-	936942	ywnF	BSU36580	NP_391539.1	144	-	hypothetical protein BSU36580
chr	NC_000964.3	3762664	3764112	+	936957	clsA	BSU36590	NP_391540.1	482	-	cardiolipin synthase
chr	NC_000964.3	3764133	3764906	-	936962	mta	BSU36600	NP_391541.1	257	-	HTH-type transcriptional activator mta
chr	NC_000964.3	3765051	3765434	+	936950	ywnC	BSU36610	NP_391542.1	127	-	hypothetical protein BSU36610
chr	NC_000964.3	3765469	3766110	-	936961	ywnB	BSU36620	NP_391543.1	213	-	hypothetical protein BSU36620
chr	NC_000964.3	3766178	3766579	-	936952	ywnA	BSU36630	NP_391544.1	133	-	HTH-type transcriptional regulator YwnA
chr	NC_000964.3	3766714	3768423	-	936958	ureC	BSU36640	NP_391545.1	569	-	urease subunit alpha
chr	NC_000964.3	3768420	3768794	-	936967	ureB	BSU36650	NP_391546.1	124	-	urease subunit beta
chr	NC_000964.3	3768791	3769108	-	936968	ureA	BSU36660	NP_391547.1	105	-	urease subunit gamma
chr	NC_000964.3	3770104	3770292	-	936969	csbD	BSU36670	NP_391548.1	62	-	stress response protein CsbD
chr	NC_000964.3	3770365	3770865	-	936974	ywmF	BSU36680	NP_391549.2	166	-	hypothetical protein BSU36680
chr	NC_000964.3	3771000	3772133	-	936963	rapB	BSU36690	NP_391550.1	377	-	response regulator aspartate phosphatase B
chr	NC_000964.3	3772325	3773350	-	936982	moaA	BSU36700	NP_391551.1	341	-	cyclic pyranopterin monophosphate synthase
chr	NC_000964.3	3773366	3774154	-	936976	fdhD	BSU36710	NP_391552.1	262	-	protein FdhD homolog
chr	NC_000964.3	3774400	3774561	-	936977	ywmE	BSU36720	NP_391553.1	53	-	hypothetical protein BSU36720
chr	NC_000964.3	3774655	3775329	-	936987	ywmD	BSU36730	NP_391554.1	224	-	hypothetical protein BSU36730
chr	NC_000964.3	3775653	3776336	-	936990	ywmC	BSU36740	NP_391555.1	227	-	hypothetical protein BSU36740
chr	NC_000964.3	3776722	3777753	-	936979	spoIID	BSU36750	NP_391556.1	343	-	stage II sporulation protein D
chr	NC_000964.3	3777949	3779259	-	936980	murAA	BSU36760	NP_391557.1	436	-	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
chr	NC_000964.3	3779293	3780033	-	936983	ywmB	BSU36770	NP_391558.1	246	-	hypothetical protein BSU36770
chr	NC_000964.3	3780162	3780392	-	936986	ywzB	BSU36780	NP_391559.1	76	-	membrane protein
chr	NC_000964.3	3780562	3781035	+	936991	ywmA	BSU36790	NP_391560.1	157	-	hypothetical protein BSU36790
chr	NC_000964.3	3781069	3781467	-	936994	atpC	BSU36800	NP_391561.1	132	-	ATP synthase epsilon chain
chr	NC_000964.3	3781491	3782912	-	936992	atpD	BSU36810	NP_391562.1	473	-	ATP synthase subunit beta
chr	NC_000964.3	3782938	3783801	-	936989	atpG	BSU36820	NP_391563.1	287	-	ATP synthase gamma chain
chr	NC_000964.3	3783878	3785386	-	936995	atpA	BSU36830	NP_391564.1	502	-	ATP synthase subunit alpha
chr	NC_000964.3	3785403	3785948	-	936997	atpH	BSU36840	NP_391565.1	181	-	ATP synthase subunit delta
chr	NC_000964.3	3785945	3786457	-	936998	atpF	BSU36850	NP_391566.1	170	-	ATP synthase subunit b
chr	NC_000964.3	3786620	3786832	-	936999	atpE	BSU36860	NP_391567.1	70	-	ATP synthase subunit c
chr	NC_000964.3	3786878	3787612	-	937004	atpB	BSU36870	NP_391568.1	244	-	ATP synthase subunit a
chr	NC_000964.3	3787620	3788003	-	937003	atpI	BSU36880	NP_391569.1	127	-	ATP synthase protein I
chr	NC_000964.3	3788426	3789055	-	937006	upp	BSU36890	NP_391570.1	209	-	uracil phosphoribosyltransferase
chr	NC_000964.3	3789190	3790437	-	937015	glyA	BSU36900	NP_391571.1	415	-	serine hydroxymethyltransferase
chr	NC_000964.3	3790644	3791186	-	937007	ywlG	BSU36910	NP_391572.1	180	-	hypothetical protein BSU36910
chr	NC_000964.3	3791199	3791648	-	937014	ywlF	BSU36920	NP_391573.1	149	-	sugar phosphate isomerase YwlF
chr	NC_000964.3	3791805	3792257	-	937021	ywlE	BSU36930	NP_391574.1	150	-	low molecular weight protein-tyrosine-phosphatase YwlE
chr	NC_000964.3	3792333	3792890	-	937022	ywlD	BSU36940	NP_391575.1	185	-	hypothetical protein BSU36940
chr	NC_000964.3	3792969	3794009	-	937023	ywlC	BSU36950	NP_391576.1	346	-	tRNA threonylcarbamoyladenosine biosynthesis protein YwlC
chr	NC_000964.3	3794166	3794609	-	937028	ywlB	BSU36960	NP_391577.1	147	-	hypothetical protein BSU36960
chr	NC_000964.3	3794676	3795350	-	937017	spoIIR	BSU36970	NP_391578.1	224	-	stage II sporulation protein R
chr	NC_000964.3	3795491	3795853	+	938509	ywlA	BSU36980	NP_391579.1	120	-	hypothetical protein BSU36980
chr	NC_000964.3	3795870	3796157	-	938510	ywkF	BSU36990	NP_391580.1	95	-	hypothetical protein BSU36990
chr	NC_000964.3	3796217	3797083	-	938511	prmC	BSU37000	NP_391581.1	288	-	release factor glutamine methyltransferase
chr	NC_000964.3	3797085	3798155	-	937031	prfA	BSU37010	NP_391582.1	356	-	peptide chain release factor 1
chr	NC_000964.3	3798281	3798667	+	937039	ywkD	BSU37020	NP_391583.1	128	-	hypothetical protein BSU37020
chr	NC_000964.3	3798789	3799343	+	937043	racA	BSU37030	NP_391584.1	184	-	chromosome-anchoring protein RacA
chr	NC_000964.3	3799377	3800336	-	936875	ywkB	BSU37040	NP_391585.1	319	-	transporter
chr	NC_000964.3	3800418	3802166	-	937045	ywkA	BSU37050	NP_391586.1	582	-	NAD-dependent malic enzyme 2
chr	NC_000964.3	3802405	3802992	-	937033	tdk	BSU37060	NP_391587.1	195	-	thymidine kinase
chr	NC_000964.3	3803081	3803281	-	937034	rpmE	BSU37070	NP_391588.1	66	-	50S ribosomal protein L31
chr	NC_000964.3	3803400	3804683	-	937042	rho	BSU37080	NP_391589.2	427	-	transcription termination factor Rho
chr	NC_000964.3	3805090	3806055	-	937035	glpX	BSU37090	NP_391590.1	321	-	fructose-1,6-bisphosphatase class 2
chr	NC_000964.3	3806086	3807375	-	937038	murAB	BSU37100	NP_391591.2	429	-	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
chr	NC_000964.3	3807754	3808392	-	938462	ywjH	BSU37110	NP_391592.3	212	-	transaldolase
chr	NC_000964.3	3808512	3809369	-	937040	fbaA	BSU37120	NP_391593.1	285	-	fructose-bisphosphate aldolase
chr	NC_000964.3	3809550	3809924	-	937041	spo0F	BSU37130	NP_391594.1	124	-	sporulation initiation phosphotransferase F
chr	NC_000964.3	3810090	3810611	+	938459	ywjG	BSU37140	NP_391595.1	173	-	hypothetical protein BSU37140
chr	NC_000964.3	3810693	3812300	-	937044	pyrG	BSU37150	NP_391596.1	535	-	CTP synthase
chr	NC_000964.3	3812542	3813063	-	937046	rpoE	BSU37160	NP_391597.1	173	-	DNA-directed RNA polymerase subunit delta
chr	NC_000964.3	3813246	3814385	-	938457	acdA	BSU37170	NP_391598.1	379	-	acyl-CoA dehydrogenase
chr	NC_000964.3	3814382	3816499	-	938461	fadF	BSU37180	NP_391599.1	705	-	hypothetical protein BSU37180
chr	NC_000964.3	3816654	3817850	+	938460	clsB	BSU37190	NP_391600.1	398	-	cardiolipin synthetase
chr	NC_000964.3	3817863	3818825	+	938195	uvsE	BSU37200	NP_391601.1	320	-	UV DNA damage endonuclease
chr	NC_000964.3	3818906	3819178	+	938458	ywjC	BSU37210	NP_391602.1	90	-	hypothetical protein BSU37210
chr	NC_000964.3	3819220	3819744	-	938455	ywjB	BSU37220	NP_391603.1	174	-	hypothetical protein BSU37220
chr	NC_000964.3	3819754	3821481	-	937049	ywjA	BSU37230	NP_391604.1	575	-	ABC transporter ATP-binding protein
chr	NC_000964.3	3821570	3823072	-	938453	ywiE	BSU37240	NP_391605.1	500	-	cardiolipin synthase YwiE
